Project Geographic District,Project Building Identifier,Project School Name,Project Type,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s),orcamento_base,custo_final,gasto_real,dt_inicio,dt_plan_fim,dt_real_fim,fator_custo,atraso_dias,duracao_plan,ano_inicio,alto_risco,distrito,borough,log_orcamento,esc_eletrica,esc_hvac,esc_estrutural,esc_seguranca,esc_acessibilidade
19,K290,P.S. 290 - BROOKLYN,SCA CIP,ROOFS / WINDOWS / PARAPETS,Scope,Complete,10/24/2014,3/16/2015,4/8/2015,61275,80829,78692,"DSF0000782401, DSF0000822187, DSF0000805706",61275.0,80829.0,78692.0,2014-10-24,2015-03-16,2015-04-08,1.3191187270501836,23,143,2014,1,19,Brooklyn,4.787283319924115,0,0,1,0,0
32,K291,I.S. 291 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,12/4/2017,5/31/2018,4/4/2018,32988,15382,15382,DSF0000867033,32988.0,15382.0,15382.0,2017-12-04,2018-05-31,2018-04-04,0.4662907724020856,-57,178,2017,0,32,Brooklyn,4.518355985891093,0,0,0,0,0
32,K291,I.S. 291 - BROOKLYN,SCA CIP RESOA,FY19 RESO A GYMNASIUM UPGRADE / PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Design,Complete,2/12/2020,3/20/2020,3/16/2020,24000,44939,44327,"DSF0000890780, DSF0000912400",24000.0,44939.0,44327.0,2020-02-12,2020-03-20,2020-03-16,1.8724583333333333,-4,37,2020,1,32,Brooklyn,4.380211241711606,0,0,0,0,1
32,K296,K053 SPED - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,1/5/2018,7/2/2018,5/3/2018,22452,15259,15259,DSF0000867034,22452.0,15259.0,15259.0,2018-01-05,2018-07-02,2018-05-03,0.6796276500979869,-60,178,2018,0,32,Brooklyn,4.351255033547635,0,0,0,0,0
32,K299,P.S. 299 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,7/1/2019,12/3/2019,11/13/2019,23418,11232,11232,"DSF0000912001, DSF0000912633",23418.0,11232.0,11232.0,2019-07-01,2019-12-03,2019-11-13,0.4796310530361261,-20,155,2019,0,32,Brooklyn,4.369549801664892,1,0,0,0,0
32,K299,P.S. 299 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,11/13/2019,4/16/2020,6/30/2020,660206,261561,242970,"DSF0000895586, DSF0000895587, DSF0000895588, DSF0000895589",660206.0,261561.0,242970.0,2019-11-13,2020-04-16,2020-06-30,0.396180888995253,75,155,2019,0,32,Brooklyn,5.81967946691197,0,0,1,0,0
32,K299,P.S. 299 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,7/9/2019,11/22/2019,11/7/2019,132042,163381,160991,"DSF0000895586, DSF0000895587, DSF0000895588, DSF0000895589",132042.0,163381.0,160991.0,2019-07-09,2019-11-22,2019-11-07,1.2373411490283395,-15,136,2019,1,32,Brooklyn,5.1207120938344755,0,0,1,0,0
21,K303,I.S. 303 - BROOKLYN,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE,Design,Complete,1/7/2020,6/8/2020,6/30/2020,76980,60324,57004,DSF0000890782,76980.0,60324.0,57004.0,2020-01-07,2020-06-08,2020-06-30,0.7836321122369446,22,153,2020,0,21,Brooklyn,4.886377906758572,0,0,0,0,0
16,K304,BRIGHTER CHOICE COMMUN SCHL - K,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,9/17/2019,2/24/2020,2/5/2020,18066,6589,6589,"DSF0000912694, DSF0000914241",18066.0,6589.0,6589.0,2019-09-17,2020-02-24,2020-02-05,0.3647182552861729,-19,160,2019,0,16,Brooklyn,4.256862005896403,1,0,0,0,0
19,K306,P.S. 306 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,2/20/2019,7/22/2019,5/8/2019,89100,27434,26808,"DSF0000868272, DSF0000912313",89100.0,27434.0,26808.0,2019-02-20,2019-07-22,2019-05-08,0.30790123456790125,-75,152,2019,0,19,Brooklyn,4.949877704036875,1,0,0,0,0
19,K306,P.S. 306 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,1/22/2019,6/19/2019,2/20/2019,24300,6669,6669,"DSF0000868272, DSF0000912313",24300.0,6669.0,6669.0,2019-01-22,2019-06-19,2019-02-20,0.27444444444444444,-119,148,2019,0,19,Brooklyn,4.385606273598312,1,0,0,0,0
13,K307,P.S. 307 - BROOKLYN,SCA CIP,PATH OF TRAVEL NYS AUDITORIUM UPGRADE,Scope,Complete,5/8/2020,7/8/2020,7/22/2020,13548,13548,1048,DSF0000960716,13548.0,13548.0,1048.0,2020-05-08,2020-07-08,2020-07-22,1.0,14,61,2020,0,13,Brooklyn,4.131875187972593,0,0,0,0,1
16,K308,P.S. 308 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,10/8/2019,3/13/2020,2/5/2020,29399,5915,5915,DSF0000912755,29399.0,5915.0,5915.0,2019-10-08,2020-03-13,2020-02-05,0.20119731963672233,-37,157,2019,0,16,Brooklyn,4.4683325582397755,1,0,0,0,0
16,K309,P.S. 309 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Design,Complete,4/8/2020,9/8/2020,8/12/2020,293474,237617,237617,"DSF0000941045, DSF0000960645",293474.0,237617.0,237617.0,2020-04-08,2020-09-08,2020-08-12,0.8096696811301853,-27,153,2020,0,16,Brooklyn,5.467569631455182,0,1,0,0,0
16,K309,P.S. 309 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Scope,Complete,1/31/2020,7/1/2020,4/7/2020,58695,55214,55214,"DSF0000941045, DSF0000960645",58695.0,55214.0,55214.0,2020-01-31,2020-07-01,2020-04-07,0.9406934151120198,-85,152,2020,0,16,Brooklyn,4.768601106956361,0,1,0,0,0
22,K312,P.S. 312 - BROOKLYN,SCA CIP,WATER PENETRATION,Design,Complete,1/18/2017,6/19/2017,5/17/2017,85226,84223,78559,DSF0000828317,85226.0,84223.0,78559.0,2017-01-18,2017-06-19,2017-05-17,0.9882312909206111,-33,152,2017,0,22,Brooklyn,4.930572105728843,0,0,0,0,0
22,K312,P.S. 312 - BROOKLYN,SCA CIP,WATER PENETRATION,Scope,Complete,1/12/2016,5/26/2016,12/9/2016,23244,52490,52490,DSF0000828317,23244.0,52490.0,52490.0,2016-01-12,2016-05-26,2016-12-09,2.2582171743245567,197,135,2016,1,22,Brooklyn,4.366310866766736,0,0,0,0,0
20,K314,P.S. 506 - BROOKLYN,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Design,Complete,8/14/2019,1/17/2020,2/25/2020,48000,51037,47417,DSF0000890794,48000.0,51037.0,47417.0,2019-08-14,2020-01-17,2020-02-25,1.0632708333333334,39,156,2019,0,20,Brooklyn,4.681241237375588,0,0,0,0,0
14,K315,P.S. 17 - BROOKLYN,SCA CIP,STANDALONE GYM ANNEX,Design,Complete,8/1/2018,2/1/2019,5/16/2019,581032,642082,496411,DSF0000889554,581032.0,642082.0,496411.0,2018-08-01,2019-02-01,2019-05-16,1.1050716655881259,104,184,2018,1,14,Brooklyn,5.764200051565404,0,0,0,0,0
14,K315,P.S. 17 - BROOKLYN,SCA CIP,STANDALONE GYM ANNEX,Scope,Complete,8/1/2018,8/1/2018,8/1/2018,145258,26562,21554,DSF0000889554,145258.0,26562.0,21554.0,2018-08-01,2018-08-01,2018-08-01,0.18286084071101075,0,0,2018,0,14,Brooklyn,5.162140060237442,0,0,0,0,0
17,K316,P.S. 316 - BROOKLYN,SCA CIP,ROOFS,"CM,F&E",Complete,5/20/2019,11/9/2020,10/19/2020,204911,335207,316946,DSF0000872925,204911.0,335207.0,316946.0,2019-05-20,2020-11-09,2020-10-19,1.6358663029315166,-21,539,2019,1,17,Brooklyn,5.311565272754895,0,0,1,0,0
17,K316,P.S. 316 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM,F&E",Complete,8/13/2020,5/9/2021,11/12/2020,49888,10249,10047,"DSF0000912003, DSF0000912772",49888.0,10249.0,10047.0,2020-08-13,2021-05-09,2020-11-12,0.20544018601667735,-178,269,2020,0,17,Brooklyn,4.697996093508747,1,0,0,0,0
17,K316,P.S. 316 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,Complete,8/13/2020,5/9/2021,11/12/2020,269159,403995,198698,"DSF0000912003, DSF0000912772",269159.0,403995.0,198698.0,2020-08-13,2021-05-09,2020-11-12,1.5009529683198406,-178,269,2020,1,17,Brooklyn,5.430008906109681,1,0,0,0,0
17,K316,P.S. 316 - BROOKLYN,SCA CIP,ROOFS,Construction,Complete,5/20/2019,11/9/2020,10/19/2020,3293213,3434417,2950751,DSF0000872925,3293213.0,3434417.0,2950751.0,2019-05-20,2020-11-09,2020-10-19,1.042877275171694,-21,539,2019,0,17,Brooklyn,6.517619821125831,0,0,1,0,0
17,K316,P.S. 316 - BROOKLYN,SCA CIP,ROOFS,Design,Complete,7/30/2018,1/2/2019,2/8/2019,175638,177490,145156,DSF0000872925,175638.0,177490.0,145156.0,2018-07-30,2019-01-02,2019-02-08,1.0105444152176637,37,156,2018,0,17,Brooklyn,5.244618483124282,0,0,1,0,0
17,K316,P.S. 316 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,7/8/2019,12/9/2019,11/6/2019,20883,7785,7569,"DSF0000912003, DSF0000912772",20883.0,7785.0,7569.0,2019-07-08,2019-12-09,2019-11-06,0.37279126562275533,-33,154,2019,0,17,Brooklyn,4.319792888480451,1,0,0,0,0
17,K316,P.S. 316 - BROOKLYN,SCA CIP,ROOFS,Scope,Complete,2/27/2018,7/12/2018,7/19/2018,43910,60020,57659,DSF0000872925,43910.0,60020.0,57659.0,2018-02-27,2018-07-12,2018-07-19,1.3668868139375996,7,135,2018,1,17,Brooklyn,4.642563437104388,0,0,1,0,0
14,K319,P.S. 319 - BROOKLYN,SCA CIP,ROOFS / WINDOWS,Design,Complete,3/13/2020,8/12/2020,6/30/2020,135816,100716,98208,"DSF0000895802, DSF0000895803",135816.0,100716.0,98208.0,2020-03-13,2020-08-12,2020-06-30,0.7415621134476056,-43,152,2020,0,14,Brooklyn,5.132950935646934,0,0,1,0,0
14,K319,P.S. 319 - BROOKLYN,SCA CIP,ROOFS / WINDOWS,Scope,Complete,8/9/2019,12/27/2019,3/13/2020,28328,33518,32498,"DSF0000895802, DSF0000895803",28328.0,33518.0,32498.0,2019-08-09,2019-12-27,2020-03-13,1.183210957356679,77,140,2019,1,14,Brooklyn,4.452215913750055,0,0,1,0,0
17,K320,P.S. 375 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,8/21/2019,1/27/2020,12/3/2019,47375,9011,9011,"DSF0000912071, DSF0000913026",47375.0,9011.0,9011.0,2019-08-21,2020-01-27,2019-12-03,0.19020580474934037,-55,159,2019,0,17,Brooklyn,4.675549222976128,1,0,0,0,0
17,K320,P.S. 375 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Design,Complete,4/1/2015,8/31/2015,11/4/2015,417946,432221,387825,"DSF0000798262, DSF0000798261",417946.0,432221.0,387825.0,2015-04-01,2015-08-31,2015-11-04,1.034155130088576,65,152,2015,0,17,Brooklyn,5.621120173121952,0,1,0,0,0
17,K320,P.S. 375 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Scope,Complete,12/9/2014,5/12/2015,3/20/2015,106670,68323,68323,"DSF0000798262, DSF0000798261",106670.0,68323.0,68323.0,2014-12-09,2015-05-12,2015-03-20,0.64050810912159,-53,154,2014,0,17,Brooklyn,5.028042295090749,0,1,0,0,0
17,K320,P.S. 375 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,6/5/2019,12/23/2019,8/20/2019,10528,2252,2252,"DSF0000912071, DSF0000913026",10528.0,2252.0,2252.0,2019-06-05,2019-12-23,2019-08-20,0.21390577507598785,-125,201,2019,0,17,Brooklyn,4.02234587626988,1,0,0,0,0
20,K322,I.S. @ 650 86TH STREET - BROOKLYN,SCA Capacity,NEW SCHOOL,Scope,Complete,1/6/2020,6/3/2020,6/3/2020,1429605,750079,715907,DSF0000798188,1429605.0,750079.0,715907.0,2020-01-06,2020-06-03,2020-06-03,0.5246756971331242,0,149,2020,0,20,Brooklyn,6.155216058431984,0,0,0,0,0
20,K322,I.S. @ 650 86TH STREET - BROOKLYN,SCA CIP,DEMOLITION,Design,Complete,4/17/2020,9/11/2020,9/10/2020,83878,56457,56457,DSF0000798188,83878.0,56457.0,56457.0,2020-04-17,2020-09-11,2020-09-10,0.6730847182813133,-1,147,2020,0,20,Brooklyn,4.9236480665319915,0,0,0,0,0
20,K322,I.S. @ 650 86TH STREET - BROOKLYN,SCA CIP,DEMOLITION,Scope,Complete,4/17/2020,4/17/2020,4/17/2020,16776,14114,14114,DSF0000798188,16776.0,14114.0,14114.0,2020-04-17,2020-04-17,2020-04-17,0.8413209346685742,0,0,2020,0,20,Brooklyn,4.224688417457288,0,0,0,0,0
23,K327,K396 SPED - BROOKLYN,SCA CIP,FIRE ALARM REPLACEMENT,Design,Complete,6/26/2019,12/31/2019,11/8/2019,118991,110612,107761,DSF0000912293,118991.0,110612.0,107761.0,2019-06-26,2019-12-31,2019-11-08,0.9295829096318209,-53,188,2019,0,23,Brooklyn,5.0755141143492475,0,0,0,1,0
23,K327,K396 SPED - BROOKLYN,SCA CIP,FIRE ALARM REPLACEMENT,Scope,Complete,3/8/2019,6/6/2019,5/23/2019,23798,35572,35572,DSF0000912293,23798.0,35572.0,35572.0,2019-03-08,2019-06-06,2019-05-23,1.4947474577695605,-14,90,2019,1,23,Brooklyn,4.376540460188395,0,0,0,1,0
19,K328,P.S. 328 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,1/31/2019,7/2/2019,5/17/2019,252901,250752,212486,"DSF0000873058, DSF0000873059, DSF0000873060",252901.0,250752.0,212486.0,2019-01-31,2019-07-02,2019-05-17,0.9915026037856711,-46,152,2019,0,19,Brooklyn,5.402950546598747,0,0,1,0,0
19,K328,P.S. 328 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,10/16/2018,3/6/2019,1/31/2019,66182,81824,81114,"DSF0000873058, DSF0000873059, DSF0000873060",66182.0,81824.0,81114.0,2018-10-16,2019-03-06,2019-01-31,1.236348251790517,-34,141,2018,1,19,Brooklyn,4.820739887269882,0,0,1,0,0
23,K332,CHRISTOPHER AVENUE COMMUNITY SCHOOL,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / ROOF TOP UNIT,Design,Complete,12/3/2019,6/15/2020,5/1/2020,569752,384729,382078,"DSF0000895932, DSF0000895933, DSF0000895934, DSF0000960659",569752.0,384729.0,382078.0,2019-12-03,2020-06-15,2020-05-01,0.6752569539027506,-45,195,2019,0,23,Brooklyn,5.755685858358669,0,0,1,0,0
23,K332,CHRISTOPHER AVENUE COMMUNITY SCHOOL,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / ROOF TOP UNIT,Scope,Complete,6/28/2019,12/27/2019,11/19/2019,115513,134917,101235,"DSF0000895932, DSF0000895933, DSF0000895934, DSF0000960659",115513.0,134917.0,101235.0,2019-06-28,2019-12-27,2019-11-19,1.1679810930371473,-38,182,2019,1,23,Brooklyn,5.0626308631074535,0,0,1,0,0
16,K335,P.S. 335 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM,F&E",Complete,8/3/2020,3/30/2021,11/24/2020,54395,34126,11516,"DSF0000912004, DSF0000912609",54395.0,34126.0,11516.0,2020-08-03,2021-03-30,2020-11-24,0.6273738395073076,-126,239,2020,0,16,Brooklyn,4.735558981091423,1,0,0,0,0
16,K335,P.S. 335 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,Complete,8/3/2020,3/30/2021,11/24/2020,293480,333620,160811,"DSF0000912004, DSF0000912609",293480.0,333620.0,160811.0,2020-08-03,2021-03-30,2020-11-24,1.1367725228294943,-126,239,2020,1,16,Brooklyn,5.467578510402737,1,0,0,0,0
16,K335,P.S. 335 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,6/11/2019,11/12/2019,10/30/2019,22770,9782,9782,"DSF0000912004, DSF0000912609",22770.0,9782.0,9782.0,2019-06-11,2019-11-12,2019-10-30,0.42960035133948177,-13,154,2019,0,16,Brooklyn,4.357363030615143,1,0,0,0,0
22,K342,P.S. 312 - BROOKLYN,SCA CIP RESOA,FY16 RESO A LEARNING GARDEN,Design,Complete,11/7/2017,3/28/2018,5/17/2019,564360,891126,689971,DSF0000822797,564360.0,891126.0,689971.0,2017-11-07,2018-03-28,2019-05-17,1.5790027641930682,415,141,2017,1,22,Brooklyn,5.751556224793704,0,0,0,0,0
19,K345,P.S. 345 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,7/8/2019,12/9/2019,12/12/2019,11250,4906,4906,DSF0000912072,11250.0,4906.0,4906.0,2019-07-08,2019-12-09,2019-12-12,0.4360888888888889,3,154,2019,0,19,Brooklyn,4.051152522447381,1,0,0,0,0
19,K345,P.S. 345 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,3/26/2018,8/23/2018,7/20/2018,413280,353062,318386,"DSF0000798295, DSF0000798296",413280.0,353062.0,318386.0,2018-03-26,2018-08-23,2018-07-20,0.8542924893534649,-34,150,2018,0,19,Brooklyn,5.616244388829242,0,1,0,0,0
19,K345,P.S. 345 - BROOKLYN,SCA CIP,WATER INFILTRATION / EXTERIOR MASONRY,Design,Complete,12/18/2018,3/11/2019,9/10/2019,97737,59270,57839,"DSF0000888832, DSF0000895966",97737.0,59270.0,57839.0,2018-12-18,2019-03-11,2019-09-10,0.6064233606515445,183,83,2018,1,19,Brooklyn,4.990059004392979,0,0,1,0,0
19,K345,P.S. 345 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,12/22/2017,5/25/2018,3/16/2018,103320,101527,101527,"DSF0000798295, DSF0000798296",103320.0,101527.0,101527.0,2017-12-22,2018-05-25,2018-03-16,0.9826461478900503,-70,154,2017,0,19,Brooklyn,5.014184397501279,0,1,0,0,0
19,K345,P.S. 345 - BROOKLYN,SCA CIP,WATER INFILTRATION / EXTERIOR MASONRY,Scope,Complete,5/22/2018,9/20/2018,10/19/2018,25211,53995,53973,"DSF0000888832, DSF0000895966",25211.0,53995.0,53973.0,2018-05-22,2018-09-20,2018-10-19,2.141723850700091,29,121,2018,1,19,Brooklyn,4.401590072406656,0,0,1,0,0
19,K368,P.S. 159 - BROOKLYN,SCA CIP,STANDALONE GYM ANNEX,Design,Complete,8/1/2018,2/1/2019,3/8/2019,478229,509083,358548,DSF0000889557,478229.0,509083.0,358548.0,2018-08-01,2019-02-01,2019-03-08,1.064517208283061,35,184,2018,0,19,Brooklyn,5.679635908371346,0,0,0,0,0
19,K368,P.S. 159 - BROOKLYN,SCA CIP,STANDALONE GYM ANNEX,Scope,Complete,8/1/2018,8/1/2018,8/1/2018,119557,13649,11040,DSF0000889557,119557.0,13649.0,11040.0,2018-08-01,2018-08-01,2018-08-01,0.11416311884707712,0,0,2018,0,19,Brooklyn,5.07757500891164,0,0,0,0,0
32,K377,P.S. 377 - BROOKLYN,SCA CIP,AUDITORIUM UPGRADE,Design,Complete,11/28/2018,5/1/2019,5/17/2019,68970,56408,50617,DSF0000873229,68970.0,56408.0,50617.0,2018-11-28,2019-05-01,2019-05-17,0.8178628389154705,16,154,2018,0,32,Brooklyn,4.838660225988941,0,0,0,0,0
32,K377,P.S. 377 - BROOKLYN,SCA CIP,AUDITORIUM UPGRADE,Scope,Complete,7/3/2018,11/2/2018,11/19/2018,18810,13733,13733,DSF0000873229,18810.0,13733.0,13733.0,2018-07-03,2018-11-02,2018-11-19,0.7300903774587985,17,122,2018,0,32,Brooklyn,4.2743887955503785,0,0,0,0,0
32,K383,I.S. 383 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,7/11/2019,12/12/2019,11/13/2019,39899,13387,13387,DSF0000912074,39899.0,13387.0,13387.0,2019-07-11,2019-12-12,2019-11-13,0.3355221935386852,-29,154,2019,0,32,Brooklyn,4.6009620109768665,1,0,0,0,0
23,K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY15 RESO A IPDVS CAMERA INSTALLATION,"CM,F&E",Complete,7/10/2019,4/4/2020,11/4/2020,144339,157389,117453,DSF0000801010,144339.0,157389.0,117453.0,2019-07-10,2020-04-04,2020-11-04,1.0904121547190988,214,269,2019,1,23,Brooklyn,5.159383692121611,0,0,0,0,0
23,K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY15 RESO A IPDVS CAMERA INSTALLATION,Construction,Complete,7/10/2019,4/4/2020,11/4/2020,475299,397182,333943,DSF0000801010,475299.0,397182.0,333943.0,2019-07-10,2020-04-04,2020-11-04,0.8356466140261183,214,269,2019,1,23,Brooklyn,5.676966900566716,0,0,0,0,0
23,K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY15 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,12/4/2018,5/31/2019,4/10/2019,32407,14574,14574,DSF0000801010,32407.0,14574.0,14574.0,2018-12-04,2019-05-31,2019-04-10,0.44971765359335947,-51,178,2018,0,23,Brooklyn,4.5106388291269495,0,0,0,0,0
17,K398,P.S. 398 - BROOKLYN,SCA CIP,PLAYGROUND REDEVELOPMENT,Design,Complete,7/11/2019,1/14/2020,12/31/2019,81128,125876,125459,DSF0000844129,81128.0,125876.0,125459.0,2019-07-11,2020-01-14,2019-12-31,1.551572823192979,-14,187,2019,1,17,Brooklyn,4.909170769708037,0,0,0,0,0
17,K398,P.S. 398 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,7/17/2019,12/18/2019,11/6/2019,23160,8162,8162,"DSF0000912075, DSF0000912787",23160.0,8162.0,8162.0,2019-07-17,2019-12-18,2019-11-06,0.3524179620034542,-42,154,2019,0,17,Brooklyn,4.364738555055399,1,0,0,0,0
17,K398,P.S. 398 - BROOKLYN,SCA CIP,PLAYGROUND REDEVELOPMENT,Scope,Complete,10/18/2016,4/18/2017,2/14/2017,16226,60706,60511,DSF0000844129,16226.0,60706.0,60511.0,2016-10-18,2017-04-18,2017-02-14,3.7412794280783928,-63,182,2016,1,17,Brooklyn,4.210211471641834,0,0,0,0,0
17,K399,P.S. 399 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,Design,Complete,5/22/2018,10/23/2018,1/2/2019,262500,230710,183389,DSF0000912178,262500.0,230710.0,183389.0,2018-05-22,2018-10-23,2019-01-02,0.8788952380952381,71,154,2018,0,17,Brooklyn,5.419129307741976,0,1,0,0,0
17,K399,P.S. 399 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,Scope,Complete,1/3/2018,6/5/2018,5/1/2018,65625,60898,60898,DSF0000912178,65625.0,60898.0,60898.0,2018-01-03,2018-06-05,2018-05-01,0.9279695238095238,-35,153,2018,0,17,Brooklyn,4.817069316414013,0,1,0,0,0
21,K400,KINGSBOROUGH EARLY COLLEGE SCHOOL,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,12/18/2018,5/21/2019,5/16/2019,87582,27711,27181,DSF0000888982,87582.0,27711.0,27181.0,2018-12-18,2019-05-21,2019-05-16,0.3164006302664931,-5,154,2018,0,21,Brooklyn,4.942414858406305,1,0,0,0,0
21,K400,KINGSBOROUGH EARLY COLLEGE SCHOOL,SCA CIP,ROOF,Design,Complete,11/15/2019,6/15/2020,5/15/2020,395255,293711,293687,DSF0000890998,395255.0,293711.0,293687.0,2019-11-15,2020-06-15,2020-05-15,0.7430924339983049,-31,213,2019,0,21,Brooklyn,5.596877372490837,0,0,1,0,0
21,K400,KINGSBOROUGH EARLY COLLEGE SCHOOL,SCA CIP,ROOF,Scope,Complete,10/17/2018,3/7/2019,3/7/2019,79051,76184,76184,DSF0000890998,79051.0,76184.0,76184.0,2018-10-17,2019-03-07,2019-03-07,0.9637322741015294,0,141,2018,0,21,Brooklyn,4.897907368154818,0,0,1,0,0
21,K400,KINGSBOROUGH EARLY COLLEGE SCHOOL,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Scope,Complete,8/13/2018,12/14/2018,12/18/2018,23886,6854,6854,DSF0000888982,23886.0,6854.0,6854.0,2018-08-13,2018-12-14,2018-12-18,0.28694632839320106,4,123,2018,0,21,Brooklyn,4.378143427967742,1,0,0,0,0
21,K400,KINGSBOROUGH EARLY COLLEGE SCHOOL,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,Complete,7/19/2018,3/22/2019,5/3/2019,221833,351985,351985,DSF0000867231,221833.0,351985.0,351985.0,2018-07-19,2019-03-22,2019-05-03,1.586711625411909,42,246,2018,1,21,Brooklyn,5.346026152506797,0,0,0,0,0
22,K405,MIDWOOD H.S.,SCA CIP RESOA,FY10 RESO A SUPPLEMENTAL COOLING,Design,Complete,8/16/2017,11/16/2017,3/26/2018,64258,82410,79086,DSF0000690182,64258.0,82410.0,79086.0,2017-08-16,2017-11-16,2018-03-26,1.2824862273958106,130,92,2017,1,22,Brooklyn,4.807927204214552,0,0,0,0,0
21,K410,ABRAHAM LINCOLN HS - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,6/19/2019,11/20/2019,11/13/2019,59071,9386,9386,"DSF0000912076, DSF0000912634",59071.0,9386.0,9386.0,2019-06-19,2019-11-20,2019-11-13,0.15889353489868124,-7,154,2019,0,21,Brooklyn,4.771374322996021,1,0,0,0,0
