Project Type,Project Phase Name,borough,log_orcamento,duracao_plan,ano_inicio,esc_eletrica,esc_hvac,esc_estrutural,esc_seguranca,esc_acessibilidade,fator_custo,atraso_dias,alto_risco,DSF Number(s)
SCA CIP,Design,Brooklyn,4.872622379025288,183,2016,1,0,0,0,0,1.74313488871011,-56,1,DSF0000803297
SCA CIP,Scope,Brooklyn,4.270562387697326,94,2015,1,0,0,0,0,1.2209171359613837,-32,1,DSF0000803297
SCA CIP,Design,Brooklyn,4.390405156480081,156,2019,1,0,0,0,0,0.4324786324786325,-16,0,"DSF0000912054, DSF0000912953"
SCA CIP,Design,Brooklyn,6.006350500269948,152,2019,1,1,1,0,0,0.5978141968799582,-38,0,"DSF0000847745, DSF0000893206, DSF0000870432, DSF0000912205, DSF0000893207, DSF0000912206, DSF0000893205"
SCA CIP,Scope,Brooklyn,5.409180483038371,335,2017,1,1,1,0,0,0.5319639063748514,53,0,"DSF0000847745, DSF0000893206, DSF0000870432, DSF0000912205, DSF0000893207, DSF0000912206, DSF0000893205"
SCA CIP,Scope,Brooklyn,4.706905452560297,121,2019,0,0,1,0,0,1.375652959428145,76,1,"SCA0000056708, DSF0000938508, DSF0000938505, DSF0000938507"
SCA CIP,Design,Brooklyn,6.047243706124074,152,2019,0,0,1,0,0,0.46253363470024755,-80,0,"DSF0000870464, DSF0000870467, DSF0000870468, DSF0000893246, DSF0000912438, DSF0000912437"
SCA CIP,Scope,Brooklyn,5.446793381143499,141,2018,0,0,1,0,0,0.668568262649009,-1,0,"DSF0000870464, DSF0000870467, DSF0000870468, DSF0000893246, DSF0000912438, DSF0000912437"
SCA CIP,Design,Brooklyn,4.433225625237405,184,2018,0,0,0,0,0,0.14825195456557014,35,0,DSF0000888875
SCA CIP,Design,Brooklyn,6.054962953387721,153,2017,0,0,1,0,0,0.537060957922803,258,1,"DSF0000803472, DSF0000847844, DSF0000847843, DSF0000847842, DSF0000847841, DSF0000866310"
SCA CIP,Design,Brooklyn,4.814713612695977,154,2019,1,0,0,0,0,0.1259690516316838,-93,0,DSF0000911999
SCA CIP,Scope,Brooklyn,5.4571943503612,141,2015,0,0,1,0,0,0.639883299714531,174,1,"DSF0000803472, DSF0000847844, DSF0000847843, DSF0000847842, DSF0000847841, DSF0000866310"
SCA CIP,Scope,Brooklyn,4.161517733138683,122,2019,1,0,0,0,0,0.14167528438469493,-70,0,DSF0000911999
SCA CIP RESOA,Design,Brooklyn,4.778151250383644,153,2019,0,0,0,0,0,0.9641,139,1,DSF0000866677
SCA CIP,Design,Brooklyn,4.953711380427555,229,2018,0,0,0,0,0,1.6088107687173212,-130,1,DSF0000889050
SCA CIP,Design,Brooklyn,4.086039331268039,169,2019,0,0,0,0,1,5.774423755229267,-1,1,DSF0000912745
SCA CIP,Scope,Brooklyn,4.351641726193522,91,2018,0,0,0,0,0,1.4877625489498043,1,1,DSF0000889050
SCA CIP RESOA,Design,Brooklyn,4.495821753385906,153,2017,0,0,0,0,0,1.079214559386973,77,0,DSF0000844797
SCA CIP,Design,Brooklyn,5.280109224697342,154,2019,0,0,1,0,0,0.8363694554917783,26,0,"DSF0000893391, DSF0000893392"
SCA CIP,Scope,Brooklyn,4.5811301057189056,139,2019,0,0,1,0,0,2.5401647515609422,30,1,"DSF0000893391, DSF0000893392"
SCA CIP,Design,Brooklyn,4.337778624836184,154,2019,1,0,0,0,0,0.4955894514380226,8,0,"DSF0000912056, DSF0000912533"
SCA CIP,Scope,Brooklyn,5.1192558892779365,137,2018,1,0,0,0,1,0.9429559270516717,-29,0,"DSF0000889377, DSF0000893420"
SCA CIP,Scope,Brooklyn,4.996629861222035,137,2019,0,0,1,0,0,1.1665978010017435,56,1,"DSF0000870633, DSF0000938713, DSF0000938712, DSF0000960696"
SCA CIP RESOA,Design,Brooklyn,4.512951079972491,152,2019,0,0,0,0,0,1.743769183548189,227,1,DSF0000890758
SCA CIP,Design,Brooklyn,6.1391543431752575,154,2018,0,0,1,0,0,0.2944670788031348,245,1,"DSF0000890644, DSF0000914262, DSF0000914263, DSF0000914261"
SCA CIP,Scope,Brooklyn,5.440184654070886,0,2018,0,0,1,0,0,0.013283007911736953,0,0,"DSF0000890644, DSF0000914262, DSF0000914263, DSF0000914261"
SCA CIP RESOA,Design,Brooklyn,4.477121254719663,150,2019,0,0,0,0,0,1.6804,146,1,DSF0000890759
SCA CIP,Scope,Brooklyn,4.920957705955449,135,2019,0,0,1,0,0,0.008361324376199616,442,1,"DSF0000893457, DSF0000987217, DSF0000987218, DSF0000987225, DSF0001008596"
SCA CIP RESOA,"CM,F&E",Brooklyn,5.0693128215640275,209,2019,0,0,0,0,0,1.3367404351087773,220,1,DSF0000867380
SCA CIP RESOA,Construction,Brooklyn,5.719727275791755,209,2019,0,0,0,0,0,0.7829899442874629,220,1,DSF0000867380
SCA CIP RESOA,Design,Brooklyn,4.55339751012388,143,2018,0,0,0,0,0,1.1659395973154363,57,1,DSF0000867380
SCA CIP,Design,Brooklyn,5.180432698786463,236,2018,0,0,0,0,0,1.081039159906803,-5,0,DSF0000889049
SCA CIP,Design,Brooklyn,4.122183100093868,168,2020,0,0,0,0,1,1.4299192391878632,-124,1,DSF0000960812
SCA CIP,Design,Brooklyn,5.160672574573324,183,2020,1,0,0,0,0,0.9931200265251989,-50,0,DSF0000893532
SCA CIP,Scope,Brooklyn,4.461708570064366,96,2019,1,0,0,0,0,1.6035780893831595,-14,1,DSF0000893532
SCA CIP,Scope,Brooklyn,4.578375573946839,91,2018,0,0,0,0,0,2.0785965097552603,-5,1,DSF0000889049
SCA CIP,Design,Brooklyn,5.009998730048061,139,2020,0,0,0,0,1,1.5550723646278182,-6,1,"DSF0000960982, DSF0000961564"
SCA CIP,Scope,Brooklyn,4.319126888281839,91,2020,0,0,0,0,1,3.0229245599731427,-57,1,"DSF0000960982, DSF0000961564"
SCA CIP,Design,Brooklyn,4.719248398447946,153,2019,0,0,0,0,0,1.0346631036457339,-28,0,DSF0000870826
SCA CIP,Design,Brooklyn,4.3319331725032795,159,2019,1,0,0,0,0,0.21238649592549477,-12,0,"DSF0000912753, DSF0000913032"
SCA CIP,Scope,Brooklyn,4.066027594948862,143,2018,0,0,0,0,0,2.754681326232606,70,1,DSF0000870826
SCA CIP,Design,Brooklyn,4.017742664161498,167,2020,0,0,0,0,1,3.8140539502735913,-88,1,DSF0000912942
SCA CIP,Design,Brooklyn,5.777143242108172,150,2019,0,0,1,0,0,0.9519937054070353,-87,0,"DSF0000867026, DSF0000870861, DSF0000870862, DSF0000870860"
SCA CIP,Scope,Brooklyn,5.180472827901601,526,2017,0,0,1,0,0,1.652391417691277,-6,1,"DSF0000867026, DSF0000870861, DSF0000870862, DSF0000870860"
SCA CIP,Design,Brooklyn,4.190359716265324,180,2020,0,0,0,0,0,0.7369201986968583,-21,0,DSF0000960740
SCA CIP,Design,Brooklyn,4.266231696689894,154,2019,1,0,0,0,0,0.4938786565547129,-8,0,"DSF0000912058, DSF0000912619"
SCA CIP RESOA,Design,Brooklyn,4.567026366159061,135,2019,0,0,0,0,0,0.9819241192411924,-100,0,DSF0000890737
SCA CIP,Design,Brooklyn,4.709193613438504,156,2019,0,0,1,0,0,0.8337012365454866,-44,0,DSF0000893825
SCA CIP,Scope,Brooklyn,4.010215125214226,0,2019,0,0,1,0,0,1.7461418245751124,0,1,DSF0000893825
SCA CIP,Design,Brooklyn,4.347466625800622,159,2019,1,0,0,0,0,0.28148447679381766,-36,0,"DSF0000912681, DSF0000914280"
SCA CIP,Design,Brooklyn,5.458781331323899,153,2019,0,0,1,0,0,1.09948712599315,-28,0,"DSF0000871071, DSF0000893860, DSF0000893858"
SCA CIP,Scope,Brooklyn,4.869102585958763,92,2018,0,0,1,0,0,1.3512125226418665,26,1,"DSF0000871071, DSF0000893860, DSF0000893858"
SCA CIP,Design,Brooklyn,4.53790720385597,156,2019,1,0,0,0,0,0.2369953922392558,-1,0,DSF0000912682
SCA CIP,Design,Brooklyn,5.885810550155454,183,2017,0,0,1,0,0,0.7660065427064432,-23,0,"DSF0000848403, DSF0000848402, DSF0000866190, DSF0000866191, DSF0000848400, DSF0000888808"
SCA CIP,Scope,Brooklyn,5.286743808454502,268,2015,0,0,1,0,0,0.9311004092431069,-155,0,"DSF0000848403, DSF0000848402, DSF0000866190, DSF0000866191, DSF0000848400, DSF0000888808"
SCA CIP,Design,Brooklyn,5.678379054690819,156,2017,0,0,1,0,0,0.9179632041304653,-44,0,"DSF0000848464, DSF0000848463, DSF0000868163"
SCA CIP,Scope,Brooklyn,5.076319974124645,135,2017,0,0,1,0,0,0.822803073516089,84,0,"DSF0000848464, DSF0000848463, DSF0000868163"
SCA CIP RESOA,Design,Brooklyn,4.518513939877887,177,2020,0,0,0,0,0,0.40224242424242423,-64,0,DSF0000913240
SCA CIP RESOA,Design,Brooklyn,5.006936451364293,152,2018,0,0,0,0,0,0.5971557917527802,115,1,DSF0000867186
SCA CIP,Design,Brooklyn,5.447095984841377,137,2019,0,0,0,0,0,0.9312366052293185,-94,0,DSF0000888883
SCA CIP,Scope,Brooklyn,4.845035993513415,47,2019,0,0,0,0,0,1.023874839262752,10,0,DSF0000888883
SCA CIP,Design,Brooklyn,4.221414237842339,154,2019,1,0,0,0,0,0.5335135135135135,-5,0,DSF0000912000
SCA CIP RESOA,Design,Brooklyn,4.460281278177911,120,2018,0,0,0,0,0,1.583630756436467,-14,1,DSF0000800340
SCA CIP,Design,Brooklyn,4.301398989173564,154,2019,1,0,0,0,0,0.4463705850027477,10,0,DSF0000912060
SCA CIP,"CM,F&E",Brooklyn,4.746501866839509,209,2019,1,0,0,0,0,0.6219995339081799,143,1,DSF0000911960
SCA CIP,Construction,Brooklyn,5.478524651252554,209,2019,1,0,0,0,0,1.0221582810303982,143,1,DSF0000911960
SCA CIP,Design,Brooklyn,4.368305483839283,154,2019,1,0,0,0,0,0.36949167059226584,-50,0,DSF0000911960
SCA CIP RESOA,Design,Brooklyn,4.850750355369331,139,2018,0,0,0,0,1,0.9698943835751653,181,1,DSF0000867216
SCA CIP,Design,Brooklyn,4.5358002908248976,155,2019,1,0,0,0,0,0.6244030285381479,-14,0,"DSF0000866812, DSF0000912798"
SCA CIP,Design,Brooklyn,5.6407000199084365,159,2018,0,1,0,0,0,0.7976213347971273,-15,0,"DSF0000871392, DSF0000889349"
SCA CIP,Scope,Brooklyn,5.038640028580474,154,2018,0,1,0,0,0,0.6872878642331092,-119,0,"DSF0000871392, DSF0000889349"
SCA CIP,Scope,Brooklyn,4.304275050477128,138,2019,1,0,0,0,1,1.023424317617866,73,0,"DSF0000912353, DSF0000960613"
SCA CIP,Scope,Brooklyn,4.323520227754337,121,2019,0,0,0,0,0,2.146655272278403,-2,1,DSF0000871422
SCA CIP,Design,Brooklyn,5.823303999326123,151,2015,0,0,1,0,0,0.9521223782893897,25,0,"DSF0000758598, DSF0000804446, DSF0000781143, DSF0000781142"
SCA CIP,Scope,Brooklyn,5.223493345052174,140,2013,0,0,1,0,0,0.7669382363313588,169,1,"DSF0000758598, DSF0000804446, DSF0000781143, DSF0000781142"
SCA CIP,Design,Brooklyn,5.677270152696421,143,2019,0,0,1,0,0,0.5696895282267136,298,1,"DSF0000871487, DSF0000960967, DSF0000894281, DSF0000894290"
SCA CIP,Design,Brooklyn,4.37675939540488,154,2019,1,0,0,0,0,0.6044939101217975,-149,0,"DSF0000912063, DSF0000960567"
SCA CIP,Scope,Brooklyn,4.987728813125037,380,2018,0,0,1,0,0,1.159935811714362,22,1,"DSF0000871487, DSF0000960967, DSF0000894281, DSF0000894290"
SCA CIP,Design,Brooklyn,4.343487370238302,155,2019,1,0,0,0,0,0.34687585018590733,-50,0,"DSF0000912064, DSF0000912799"
SCA CIP,Design,Brooklyn,5.669219223076155,152,2019,0,0,1,0,0,0.5736493215819403,-61,0,"DSF0000871592, DSF0000871594, DSF0000871595, DSF0000871596"
SCA CIP,Scope,Brooklyn,5.072665238963297,141,2018,0,0,1,0,0,0.6037914611760128,-36,0,"DSF0000871592, DSF0000871594, DSF0000871595, DSF0000871596"
SCA CIP,Design,Brooklyn,4.451033825139367,154,2019,1,0,0,0,0,0.27475133623588543,20,0,DSF0000911961
SCA CIP,Design,Brooklyn,5.6260877254825745,154,2017,0,0,1,0,0,0.8558050308217072,155,1,"DSF0000848965, DSF0000848971, DSF0000848969, DSF0000848968"
SCA CIP,Scope,Brooklyn,5.030984062341586,137,2017,0,0,1,0,0,1.155631081521486,-5,1,"DSF0000848965, DSF0000848971, DSF0000848969, DSF0000848968"
SCA CIP,Design,Brooklyn,5.98251455073219,152,2019,0,0,1,0,0,0.45618080700607366,-47,0,"DSF0000871715, DSF0000871717, DSF0000871718, DSF0000871719, DSF0000894506"
SCA CIP,Scope,Brooklyn,5.384589944315123,141,2018,0,0,1,0,0,0.7449470366948258,-41,0,"DSF0000871715, DSF0000871717, DSF0000871718, DSF0000871719, DSF0000894506"
SCA CIP,Design,Brooklyn,5.75348730440417,152,2019,0,0,1,0,0,0.539755678059537,-126,0,"DSF0000871728, DSF0000871729, DSF0000871730, DSF0000894514"
SCA CIP,Scope,Brooklyn,5.054513469449433,141,2018,0,0,1,0,0,1.2133381551325702,49,1,"DSF0000871728, DSF0000871729, DSF0000871730, DSF0000894514"
SCA CIP RESOA,Design,Brooklyn,4.380211241711606,102,2019,0,0,0,0,1,0.7900833333333334,76,0,"DSF0000890799, DSF0000912596"
SCA CIP,Design,Brooklyn,4.415440798061818,159,2019,1,0,0,0,0,0.2968341785769172,2,0,DSF0000912685
SCA CIP,Scope,Brooklyn,4.016406500871118,138,2019,0,0,0,1,1,1.036013480982186,17,0,"DSF0000912355, DSF0000960562"
SCA CIP RESOA,Design,Brooklyn,5.397519408009976,150,2016,0,0,1,0,0,1.2307553711993209,544,1,DSF0000821680
SCA CIP,Design,Brooklyn,5.618610745173559,153,2019,0,0,1,0,0,0.6499020546857327,-130,0,"DSF0000871887, DSF0000871888, DSF0000871890, DSF0000871891"
SCA CIP,Design,Brooklyn,4.653916465106381,154,2019,1,0,0,0,0,0.24586781443436204,-6,0,"DSF0000912065, DSF0000912773"
SCA CIP,Scope,Brooklyn,4.000694315866355,133,2019,1,0,0,0,0,0.2766573482428115,-120,0,"DSF0000912065, DSF0000912773"
SCA CIP,Scope,Brooklyn,5.024608796126558,141,2018,0,0,1,0,0,0.8554096192006048,54,0,"DSF0000871887, DSF0000871888, DSF0000871890, DSF0000871891"
SCA CIP,Design,Brooklyn,4.707382792961376,211,2018,0,0,0,0,0,1.1415120247950097,152,1,DSF0000798516
SCA CIP,Scope,Brooklyn,4.143108522762512,199,2018,0,0,0,0,0,1.023160468963533,-81,0,DSF0000798516
SCA CIP RESOA,Design,Brooklyn,4.776207056424993,159,2019,0,0,0,0,0,0.8303421951382843,7,0,DSF0000867382
SCA CIP,Scope,Brooklyn,4.828647009267499,139,2019,0,0,1,0,0,1.5232796225407281,-32,1,"DSF0000894741, DSF0000894742, DSF0000894743"
SCA CIP,Design,Brooklyn,4.406744506234903,156,2019,1,0,0,0,0,0.18301191596111635,5,0,DSF0000912690
SCA CIP,Design,Brooklyn,5.472614585864362,152,2019,0,0,1,0,0,0.848300623435937,85,0,"DSF0000871987, DSF0000871988, DSF0000871989, DSF0000912332"
SCA CIP,Scope,Brooklyn,4.79309160017658,144,2018,0,0,1,0,0,1.7489049919484703,-25,1,"DSF0000871987, DSF0000871988, DSF0000871989, DSF0000912332"
SCA CIP,Design,Brooklyn,5.667601428200724,152,2019,0,0,1,0,0,0.5987092585546018,-84,0,"DSF0000894806, DSF0000894807, DSF0000894805, DSF0000894803"
SCA CIP,Scope,Brooklyn,5.07286725262981,142,2018,0,0,1,0,0,1.589280278689079,12,1,"DSF0000894806, DSF0000894807, DSF0000894805, DSF0000894803"
SCA CIP,Design,Brooklyn,4.2638726768652235,154,2019,1,0,0,0,0,0.32080610021786493,-35,0,"DSF0000912067, DSF0000912785"
SCA CIP,Design,Brooklyn,5.589493855472156,150,2018,0,1,0,0,0,0.6139910240046115,274,1,"DSF0000888998, DSF0000781746"
SCA CIP,Scope,Brooklyn,4.995797476353155,153,2017,0,1,0,0,0,0.590435897694801,-25,0,"DSF0000888998, DSF0000781746"
SCA CIP RESOA,"CM,F&E",Brooklyn,4.815405058696692,239,2019,0,0,0,0,0,1.4139107290360082,0,1,DSF0000867361
SCA CIP RESOA,Construction,Brooklyn,5.6990525124495575,239,2019,0,0,0,0,0,0.7540107379597877,0,0,DSF0000867361
SCA CIP RESOA,Design,Brooklyn,4.532716169586027,167,2018,0,0,0,0,0,1.2548611314778426,115,1,DSF0000867361
SCA Capacity,Scope,Brooklyn,5.998833657434078,122,2019,0,0,0,0,0,0.7306175161783904,0,0,DSF0000911840
SCA CIP,"CM,F&E",Brooklyn,5.784764884887097,714,2018,0,0,1,0,0,1.0332399332246676,-134,0,"DSF0000849395, DSF0000889015, DSF0000872098, DSF0000872097"
SCA CIP,Construction,Brooklyn,6.934885104158736,714,2018,0,0,1,0,0,1.0143101609496659,-134,0,"DSF0000849395, DSF0000889015, DSF0000872098, DSF0000872097"
SCA CIP,Design,Brooklyn,5.678442803403892,153,2018,0,0,1,0,0,0.6051031940568276,-22,0,"DSF0000849395, DSF0000889015, DSF0000872098, DSF0000872097"
SCA CIP,Scope,Brooklyn,5.079763533946667,137,2017,0,0,1,0,0,0.9107447507926865,13,0,"DSF0000849395, DSF0000889015, DSF0000872098, DSF0000872097"
SCA Capacity,Design,Brooklyn,6.563215206308502,196,2018,0,0,0,0,0,0.8588562398845195,47,0,DSF0000798194
SCA Capacity,Scope,Brooklyn,6.058065227988597,154,2017,0,0,0,0,0,0.5492944315646735,2,0,DSF0000798194
SCA CIP,Scope,Brooklyn,4.793231447056521,91,2019,0,0,0,0,0,1.0667900837089503,-28,0,DSF0000798194
SCA CIP,Design,Brooklyn,5.918565007974718,152,2019,0,0,1,0,0,0.5329232105377434,-96,0,"DSF0000872131, DSF0000872132, DSF0000872133, DSF0000872134"
SCA CIP,Scope,Brooklyn,5.316505016646755,141,2018,0,0,1,0,0,0.7553207401510217,2,0,"DSF0000872131, DSF0000872132, DSF0000872133, DSF0000872134"
SCA CIP,Design,Brooklyn,5.607969437822521,154,2016,0,1,0,0,0,1.102325638749137,-20,1,"DSF0000798278, DSF0000798281"
SCA CIP,Scope,Brooklyn,5.005909446494559,159,2016,0,1,0,0,0,1.188704744993588,-68,1,"DSF0000798278, DSF0000798281"
SCA CIP,Design,Brooklyn,5.291874788468651,153,2020,0,0,1,0,0,1.5045499111465164,10,1,"DSF0000872218, DSF0000895028, DSF0000895029"
SCA CIP,Scope,Brooklyn,4.604755094644832,136,2019,0,0,1,0,0,2.994534025690079,60,1,"DSF0000872218, DSF0000895028, DSF0000895029"
SCA CIP,Scope,Brooklyn,4.769916166782944,141,2018,0,0,1,0,0,0.8367842644336113,23,0,"DSF0000872231, DSF0000895047, DSF0000895046, DSF0000940371"
SCA CIP,Design,Brooklyn,4.320872965227249,159,2019,1,0,0,0,0,0.250107475519465,-21,0,"DSF0000912691, DSF0000914257"
SCA CIP,"CM,F&E",Brooklyn,5.574214211931888,449,2016,0,1,0,0,0,1.3097068435165984,1109,1,"DSF0000798255, DSF0000782007"
SCA CIP,Construction,Brooklyn,6.780268766395372,449,2016,0,1,0,0,0,1.0464345434298958,1109,1,"DSF0000798255, DSF0000782007"
SCA CIP,Design,Brooklyn,5.5072674223012745,159,2014,0,1,0,0,0,1.264911495067856,-26,1,"DSF0000798255, DSF0000782007"
SCA CIP,Design,Brooklyn,5.604666606047173,154,2019,0,0,1,0,0,0.6572235144430528,29,0,"DSF0000895099, DSF0000895100, DSF0000895101"
SCA CIP,Scope,Brooklyn,4.905207430973312,155,2014,0,1,0,0,0,1.3617693522906793,-98,1,"DSF0000798255, DSF0000782007"
SCA CIP,Scope,Brooklyn,4.90569876018416,137,2019,0,0,1,0,0,1.6161750453517556,13,1,"DSF0000895099, DSF0000895100, DSF0000895101"
SCA CIP,Design,Brooklyn,4.428442580279988,156,2019,1,0,0,0,0,0.34997576345128456,-1,0,DSF0000912692
SCA CIP,Scope,Brooklyn,5.164186245124277,179,2020,0,0,1,0,0,1.221776845913501,-38,1,"DSF0000940478, DSF0000940479, DSF0000940480, DSF0000940481"
SCA CIP,Design,Brooklyn,5.64855515566267,155,2017,0,1,0,0,0,0.6503459119496855,-37,0,"DSF0000798283, DSF0000798285"
SCA CIP,Scope,Brooklyn,5.046495164334709,154,2017,0,1,0,0,0,0.8526415094339622,-122,0,"DSF0000798283, DSF0000798285"
SCA CIP,Design,Brooklyn,4.377524800673702,157,2019,1,0,0,0,0,0.20279221868187153,-2,0,"DSF0000912693, DSF0000913020"
SCA CIP,Design,Brooklyn,5.0516155230049895,154,2019,0,0,1,0,0,0.7760877286450009,76,0,"DSF0000872405, DSF0000872406"
SCA CIP,Scope,Brooklyn,4.365038482195706,137,2017,0,0,1,0,0,4.45344321712116,405,1,"DSF0000872405, DSF0000872406"
SCA CIP,Design,Brooklyn,5.536381658841393,151,2018,0,1,0,0,0,0.8185773279823184,-58,0,"DSF0000798258, DSF0000798259"
SCA CIP,Scope,Brooklyn,4.934321667513431,153,2018,0,1,0,0,0,0.9947187808992032,-52,0,"DSF0000798258, DSF0000798259"
SCA CIP RESOA,Design,Brooklyn,4.410642285972441,155,2018,0,0,0,0,0,1.4859762256234947,76,1,DSF0000867379
SCA CIP,Design,Brooklyn,4.9164539485499255,180,2018,0,0,0,0,0,0.9376121212121212,-3,0,DSF0000888831
SCA CIP,Scope,Brooklyn,4.352182518111363,120,2018,0,0,0,0,0,0.7979111111111111,98,1,DSF0000888831
SCA CIP,Design,Brooklyn,5.9656719712201065,165,2016,0,0,0,0,0,2.3628257575757576,233,1,DSF0000798184
SCA CIP,Design,Brooklyn,4.721728198572788,137,2019,0,0,0,0,0,1.0215031315240084,-3,0,DSF0000889658
SCA CIP,Scope,Brooklyn,4.157456768134225,92,2018,0,0,0,0,0,0.9065414057063327,8,0,DSF0000889658
SCA CIP,Scope,Brooklyn,5.363611979892144,0,2016,0,0,0,0,0,3.0976233766233765,0,1,DSF0000798184
SCA CIP,Design,Brooklyn,5.627245999360768,158,2019,0,1,0,0,0,0.5226536567873682,28,0,"DSF0000912413, DSF0000895335"
SCA CIP,Scope,Brooklyn,4.334775331677956,137,2018,1,0,0,0,1,0.0,13,0,"DSF0000889380, DSF0000895336"
SCA CIP,Scope,Brooklyn,5.025187032593756,153,2019,0,1,0,0,0,0.41649130422474073,-89,0,"DSF0000912413, DSF0000895335"
SCA CIP RESOA,"CM,F&E",Brooklyn,5.084644186988133,269,2019,0,0,0,0,0,1.0352948921567822,252,1,DSF0000867318
SCA CIP RESOA,Construction,Brooklyn,5.53790720385597,269,2019,0,0,0,0,0,0.7806358130234445,252,1,DSF0000867318
SCA CIP RESOA,Design,Brooklyn,4.371585011499013,180,2018,0,0,0,0,0,0.458219993199592,-49,0,DSF0000867318
SCA CIP,Design,Brooklyn,5.520863292447035,153,2020,0,1,0,0,0,0.7182916905271407,-46,0,"DSF0000798438, DSF0000895405"
SCA CIP,Design,Brooklyn,5.712246361177945,152,2018,0,0,1,0,0,0.8848485318735804,35,0,"DSF0000872577, DSF0000872578, DSF0000872579"
SCA CIP,Scope,Brooklyn,5.110185527411161,137,2017,0,0,1,0,0,0.9351800124146493,-37,0,"DSF0000872577, DSF0000872578, DSF0000872579"
SCA CIP,Scope,Brooklyn,4.821893288111016,153,2020,0,1,0,0,0,0.9659423129087676,-65,0,"DSF0000798438, DSF0000895405"
SCA CIP,Design,Brooklyn,5.367447243739689,155,2015,0,0,1,0,0,0.8310870246171406,8,0,"DSF0000782401, DSF0000822187, DSF0000805706"
SCA CIP,Scope,Brooklyn,4.787283319924115,143,2014,0,0,1,0,0,1.3191187270501836,23,1,"DSF0000782401, DSF0000822187, DSF0000805706"
SCA CIP,Design,Brooklyn,4.518355985891093,178,2017,0,0,0,0,0,0.4662907724020856,-57,0,DSF0000867033
SCA CIP RESOA,Design,Brooklyn,4.380211241711606,37,2020,0,0,0,0,1,1.8724583333333333,-4,1,"DSF0000890780, DSF0000912400"
SCA CIP,Design,Brooklyn,4.351255033547635,178,2018,0,0,0,0,0,0.6796276500979869,-60,0,DSF0000867034
SCA CIP,Design,Brooklyn,4.369549801664892,155,2019,1,0,0,0,0,0.4796310530361261,-20,0,"DSF0000912001, DSF0000912633"
SCA CIP,Design,Brooklyn,5.81967946691197,155,2019,0,0,1,0,0,0.396180888995253,75,0,"DSF0000895586, DSF0000895587, DSF0000895588, DSF0000895589"
SCA CIP,Scope,Brooklyn,5.1207120938344755,136,2019,0,0,1,0,0,1.2373411490283395,-15,1,"DSF0000895586, DSF0000895587, DSF0000895588, DSF0000895589"
SCA CIP RESOA,Design,Brooklyn,4.886377906758572,153,2020,0,0,0,0,0,0.7836321122369446,22,0,DSF0000890782
SCA CIP,Design,Brooklyn,4.256862005896403,160,2019,1,0,0,0,0,0.3647182552861729,-19,0,"DSF0000912694, DSF0000914241"
SCA CIP,Design,Brooklyn,4.949877704036875,152,2019,1,0,0,0,0,0.30790123456790125,-75,0,"DSF0000868272, DSF0000912313"
SCA CIP,Scope,Brooklyn,4.385606273598312,148,2019,1,0,0,0,0,0.27444444444444444,-119,0,"DSF0000868272, DSF0000912313"
SCA CIP,Scope,Brooklyn,4.131875187972593,61,2020,0,0,0,0,1,1.0,14,0,DSF0000960716
SCA CIP,Design,Brooklyn,4.4683325582397755,157,2019,1,0,0,0,0,0.20119731963672233,-37,0,DSF0000912755
SCA CIP,Design,Brooklyn,5.467569631455182,153,2020,0,1,0,0,0,0.8096696811301853,-27,0,"DSF0000941045, DSF0000960645"
SCA CIP,Scope,Brooklyn,4.768601106956361,152,2020,0,1,0,0,0,0.9406934151120198,-85,0,"DSF0000941045, DSF0000960645"
SCA CIP,Design,Brooklyn,4.930572105728843,152,2017,0,0,0,0,0,0.9882312909206111,-33,0,DSF0000828317
SCA CIP,Scope,Brooklyn,4.366310866766736,135,2016,0,0,0,0,0,2.2582171743245567,197,1,DSF0000828317
SCA CIP RESOA,Design,Brooklyn,4.681241237375588,156,2019,0,0,0,0,0,1.0632708333333334,39,0,DSF0000890794
SCA CIP,Design,Brooklyn,5.764200051565404,184,2018,0,0,0,0,0,1.1050716655881259,104,1,DSF0000889554
SCA CIP,Scope,Brooklyn,5.162140060237442,0,2018,0,0,0,0,0,0.18286084071101075,0,0,DSF0000889554
SCA CIP,"CM,F&E",Brooklyn,5.311565272754895,539,2019,0,0,1,0,0,1.6358663029315166,-21,1,DSF0000872925
SCA CIP,"CM,F&E",Brooklyn,4.697996093508747,269,2020,1,0,0,0,0,0.20544018601667735,-178,0,"DSF0000912003, DSF0000912772"
SCA CIP,Construction,Brooklyn,5.430008906109681,269,2020,1,0,0,0,0,1.5009529683198406,-178,1,"DSF0000912003, DSF0000912772"
SCA CIP,Construction,Brooklyn,6.517619821125831,539,2019,0,0,1,0,0,1.042877275171694,-21,0,DSF0000872925
SCA CIP,Design,Brooklyn,5.244618483124282,156,2018,0,0,1,0,0,1.0105444152176637,37,0,DSF0000872925
SCA CIP,Design,Brooklyn,4.319792888480451,154,2019,1,0,0,0,0,0.37279126562275533,-33,0,"DSF0000912003, DSF0000912772"
SCA CIP,Scope,Brooklyn,4.642563437104388,135,2018,0,0,1,0,0,1.3668868139375996,7,1,DSF0000872925
SCA CIP,Design,Brooklyn,5.132950935646934,152,2020,0,0,1,0,0,0.7415621134476056,-43,0,"DSF0000895802, DSF0000895803"
SCA CIP,Scope,Brooklyn,4.452215913750055,140,2019,0,0,1,0,0,1.183210957356679,77,1,"DSF0000895802, DSF0000895803"
